"inventarnyi_nomer","id_katalognoi"
"02:0000116871","1456589"
"02:0000459473","1456589"
"19:0000010709","1456589"
"08:0000830566","1456589"
"08:0000227279","1456589"
"08:0001054163","1456589"
"08:0000532056","1456589"
"08:0000487122","1456589"
"06:0000924338","1456589"
"01:0001007071","1456589"
"01:0001584370","1456589"
"07:0000651881","1456589"
"03:0001679681","1456589"
"03:0000826622","1456589"
"09:0000237785","1456589"
"09:0000190918","1456589"
"09:0000690347","1456589"
"09:0000241591","1456589"
"03:0000496331","1456589"
"09:0000419949","1456593"
"03:0001841902","1456605"
"08:0001291794","1456626"
"05:0000916324","1456631"
"09:0000303875","1456653"
"09:0000625015","1456657"
"03:0001353868","1456660"
"04:0001004175","1456660"
"04:0000669549","1456660"
"01:0001352363","1456660"
"09:0000303899","1456661"
"01:0001859082","1456670"
"09:0000303933","1456671"
"08:0000932342","1456680"
"07:0000517408","1456681"
"09:0000304303","1456682"
"09:0000303993","1456687"
"05:0000874163","1456692"
"09:0000304256","1456696"
"04:0001055264","1456706"
"09:0000449891","1456721"
"05:0000916410","1456731"
"08:0001015820","1456759"
"03:0001841912","1456761"
"09:0000304336","1456798"
"05:0000916451","1456819"
"05:0000100125","1456819"
"09:0000426244","1456820"
"09:0000416800","1456837"
"Б09:00033686","1456839"
"Б06:00057697","1456839"
"03:0001841924","1456842"
"Б06:00036548","1456848"
"09:0000304512","1456890"
"03:0001841931","1456898"
"09:0000460657","1456898"
"Б09:00036405","1456914"
"06:0000842362","1456927"
"09:0000689177","1456931"
"08:0001050844","1456949"
"07:0000963798","1456949"
"05:0000585649","1456949"
"09:0000304798","1456953"
"09:0000320338","1456964"
"08:0000949159","1456973"
"07:0000805680","1456975"
"09:0000568387","1456979"
"07:0000762676","1456979"
"06:0001054382","1456983"
"06:0000842491","1457019"
"06:0000842510","1457027"
"05:0000916584","1457040"
"06:0001071592","1457049"
"01:0001965882","1457057"
"03:0001403717","1457057"
"03:0001268387","1457057"
"07:0000518109","1457060"
"05:0001021083","1457071"
"08:0000937416","1457074"
"01:0001859381","1457102"
"05:0000916618","1457107"
"05:0000916632","1457117"
"09:0000305200","1457136"
"07:0000475810","1457143"
"07:0000243052","1457143"
"02:0000248228","1457143"
"08:0000750756","1457143"
"09:0000305258","1457157"
"04:0001025074","1457165"
"03:0001862829","1457165"
"05:0000916658","1457173"
"07:0000518315","1457192"
"09:0000754784","1457221"
"08:0001167499","1457235"
"09:0000361616","1457238"
"06:0001138579","1457244"
"09:0000305507","1457257"
"09:0000772404","1457261"
"09:0000305548","1457265"
"05:0000916717","1457268"
"06:0000842917","1457277"
"01:0001898628","1457288"
"06:0000842948","1457292"
"06:0000842967","1457300"
"09:0000305637","1457301"
"09:0000305664","1457314"
"07:0000911967","1457319"
"08:0000935443","1457340"
"09:0000305726","1457342"
"09:0000305740","1457347"
"05:0001051917","1457377"
"05:0000998716","1457380"
"Б09:00011929","1457381"
"09:0000305832","1457390"
"08:0001103118","1457415"
"Б07:00027853","1457440"
"08:0000932970","1457442"
"09:0000306027","1457483"
"09:0000810088","1457496"
"05:0000916908","1457504"
"09:0000912474","1457523"
"07:0000521962","1457542"
"09:0000518077","1457544"
"09:0000576489","1457550"
"Б06:00036632","1457575"
"04:0001004388","1457588"
"Б06:00036636","1457590"
"03:0000902580","1457593"
"02:0000102244","1457593"
"03:0001324726","1457599"
"03:0001145130","1457599"
"03:0001093531","1457599"
"03:0001470593","1457599"
"06:0001073625","1457599"
"08:0000878516","1457599"
"01:0001655260","1457599"
"02:0000933494","1457599"
"02:0001313873","1457599"
"05:0000477280","1457599"
"04:0000527730","1457599"
"07:0000832983","1457603"
"03:0001711645","1457603"
"03:0001711643","1457603"
"03:0001266032","1457603"
"03:0001098877","1457603"
"03:0001818000","1457603"
"03:0001843734","1457603"
"09:0000167784","1457603"
"01:0000892909","1457603"
"08:0000639363","1457603"
"01:0000676659","1457603"
"06:0000516324","1457603"
"04:0000909027","1457603"
"02:0000562747","1457603"
"02:0000793175","1457603"
"02:0000971117","1457603"
"02:0001304894","1457603"
"02:0000251583","1457603"
"05:0000990024","1457603"
"08:0001114442","1457604"
"09:0000861411","1457605"
"Б09:00039640","1457616"
"09:0000306428","1457618"
"09:0000306339","1457633"
"06:0000843447","1457643"
"09:0000306410","1457663"
"08:0001219004","1457681"
"Б06:00036668","1457714"
"08:0001141679","1457718"
"08:0000933358","1457742"
"06:0000843618","1457743"
"07:0000519160","1457751"
"02:0000659498","1457776"
"05:0000917145","1457780"
"Б01:00075517","1457791"
"07:0001044785","1457811"
"Б07:00026661","1457829"
"03:0001196580","1457833"
"09:0000686772","1457833"
"09:0000893295","1457833"
"06:0000251448","1457833"
"06:0000385423","1457833"
"01:0000885346","1457833"
"05:0000154561","1457833"
"09:0000306760","1457836"
"08:0000933446","1457841"
"06:0000943934","1457844"
"07:0001079930","1457873"
"07:0000572280","1457873"
"09:0000546812","1457878"
"Б01:00075526","1457880"
"09:0000741180","1457883"
"09:0000590906","1457883"
"09:0000835398","1457900"
"Б09:00024450","1457925"
"Б01:00079596","1457928"
"19:0000002857","1457944"
"05:0000940225","1457944"
"06:0001060727","1457944"
"06:0001060730","1457944"
"09:0000344864","1457946"
"07:0000854774","1457953"
"09:0000307163","1457993"
"09:0000532286","1458016"
"08:0000183102","1458029"
"04:0000147398","1458029"
"05:0000161972","1458029"
"07:0001018595","1458031"
"07:0000519528","1458037"
"09:0000307302","1458043"
"09:0000352654","1458046"
"06:0000906815","1458053"
"09:0000349903","1458053"
"09:0000450232","1458062"
"09:0000417274","1458062"
"09:0000422459","1458062"
"06:0000844011","1458070"
"07:0000798314","1458072"
"05:0000917335","1458088"
"02:0000099752","1458100"
"05:0000917343","1458103"
"07:0001043363","1458125"
"06:0000844125","1458136"
"Б05:00044622","1458148"
"09:0000307684","1458182"
"06:0000844291","1458248"
"07:0000519841","1458257"
"09:0000307914","1458260"
"09:0000307960","1458280"
"08:0000981280","1458294"
"09:0000667382","1458318"
"09:0000308099","1458319"
"06:0000933422","1458332"
"08:0001303580","1458355"
"05:0000917487","1458383"
"09:0000308360","1458403"
"01:0000568565","1458404"
"04:0001004600","1458414"
"07:0000520077","1458425"
"09:0000820786","1458432"
"08:0001128749","1458454"
"09:0000308512","1458458"
"08:0001232929","1458465"
"05:0000928798","1458471"
"07:0000882908","1458471"
"06:0000844541","1458478"
"01:0001993616","1458497"
"06:0000952541","1458521"
"08:0001212641","1458524"
"05:0000917617","1458543"
"07:0000520295","1458545"
"09:0000308888","1458546"
"06:0000844689","1458564"
"06:0000844690","1458565"
"05:0000917658","1458585"
"03:0001236229","1458589"
"09:0000381018","1458594"
"08:0001060885","1458603"
"07:0000689397","1458608"
"06:0000854419","1458626"
"09:0000309046","1458639"
"09:0000405292","1458639"
"09:0000515145","1458668"
"06:0000844941","1458680"
"09:0000309089","1458686"
"09:0000646363","1458701"
"09:0000437223","1458701"
"08:0001205368","1458701"
"01:0001355891","1458701"
"01:0001860743","1458718"
"09:0000309195","1458719"
"05:0000660589","1458747"
"01:0001319178","1458747"
"09:0000573582","1458757"
"09:0000309332","1458760"
"07:0000395304","1458772"
"07:0000520689","1458782"
"09:0000309454","1458806"
"09:0000309485","1458821"
"05:0000929051","1458822"
"16:0000029268","1458829"
"06:0000845239","1458854"
"06:0000845250","1458860"
"01:0000231903","1458863"
"01:0000561880","1458863"
"08:0001243508","1458863"
"07:0000917264","1458863"
"08:0000934776","1458865"
"06:0000845267","1458871"
"06:0000845303","1458885"
"09:0000309607","1458886"
"Б06:00036866","1458891"
"09:0000471164","1458894"
"Б06:00036871","1458912"
"06:0000845410","1458944"
"08:0001193848","1458966"
"07:0000990730","1458972"
"06:0000845473","1458981"
"09:0000223915","1458982"
"08:0001078235","1459000"
"19:0000029767","1459001"
"06:0000845516","1459003"
"09:0000838165","1459009"
"07:0000549720","1459009"
"06:0000491364","1459030"
"04:0000958838","1459030"
"05:0000043867","1459030"
"03:0000976009","1459030"
"03:0000345858","1459030"
"03:0000694100","1459030"
"03:0000590614","1459030"
"03:0000328378","1459030"
"03:0000328348","1459030"
"03:0000328341","1459030"
"03:0001523758","1459030"
"03:0001523373","1459030"
"03:0001523356","1459030"
"03:0001523173","1459030"
"09:0000572683","1459030"
"07:0000220242","1459030"
"03:0000646690","1459030"
"01:0001989017","1459035"
"09:0000421417","1459039"
"09:0000485160","1459039"
"09:0000310081","1459043"
"05:0000921077","1459046"
"09:0000310170","1459069"
"01:0001875169","1459088"
"07:0000623046","1459089"
"07:0000910038","1459098"
"07:0000548383","1459098"
"06:0000845639","1459098"
"09:0000839562","1459101"
"07:0000901746","1459102"
"09:0000323190","1459102"
"08:0001186291","1459105"
"09:0000689052","1459108"
"10:0000327126","1459112"
"09:0000310372","1459134"
"06:0000845699","1459139"
"01:0001953008","1459156"
"09:0000620087","1459158"
"08:0001181319","1459194"
"08:0001285597","1459194"
"08:0001005924","1459194"
"05:0001126163","1459211"
"07:0000795554","1459222"
"09:0000432785","1459225"
"03:0000798311","1459227"
"10:0000285476","1459227"
"01:0001861357","1459255"
"09:0000310734","1459265"
"09:0000439461","1459275"
"01:0001861368","1459280"
"07:0000521667","1459311"
"09:0000310871","1459312"
"09:0000310905","1459318"
"01:0001426985","1459331"
"01:0000791062","1459331"
"01:0001871212","1459331"
"08:0000618507","1459331"
"08:0000656518","1459331"
"05:0001010537","1459331"
"02:0000948994","1459331"
"02:0001069337","1459331"
"04:0000702612","1459331"
"03:0001735221","1459331"
"03:0001279126","1459331"
"03:0001279001","1459331"
"03:0001735232","1459331"
"03:0000203801","1459331"
"03:0000839735","1459331"
"03:0000189294","1459331"
"03:0001845406","1459332"
"03:0000189305","1459332"
"03:0001584818","1459332"
"07:0000660254","1459332"
"04:0000745796","1459332"
"06:0000909840","1459333"
"06:0000845894","1459342"
"06:0000845901","1459342"
"09:0000326510","1459347"
"09:0000831396","1459349"
"07:0000105620","1459353"
"09:0000222457","1459353"
"03:0001710596","1459353"
"06:0000083601","1459353"
"01:0001097022","1459353"
"01:0000142307","1459353"
"08:0000222278","1459353"
"08:0000200505","1459353"
"08:0000187898","1459353"
"08:0000044832","1459353"
"02:0001349339","1459353"
"02:0000113146","1459353"
"02:0000408334","1459353"
"05:0000614177","1459353"
"04:0000263676","1459353"
"04:0000238578","1459353"
"10:0000107368","1459353"
"02:0000427705","1459353"
"05:0000040263","1459353"
"05:0000930333","1459353"
"05:0000640749","1459353"
"05:0000106798","1459353"
"13:0000021750","1459355"
"09:0000311031","1459386"
"09:0000690205","1459400"
"06:0000898370","1459400"
"07:0000351709","1459402"
"08:0001211629","1459402"
"03:0000051586","1459407"
"08:0000442261","1459407"
"09:0000311124","1459422"
"09:0000311167","1459434"
"07:0000776104","1459443"
"07:0000522079","1459474"
"09:0000818979","1459482"
"09:0000457669","1459486"
"07:0000608470","1459490"
"07:0000642793","1459495"
"05:0000918207","1459497"
"07:0000987770","1459524"
"09:0000372746","1459539"
"05:0000918293","1459554"
"Б09:00012161","1459583"
"01:0001318551","1459590"
"Б03:00057649","1459592"
"Б01:00075607","1459592"
"Б01:00070090","1459592"
"04:0000379605","1459607"
"07:0000719356","1459607"
"03:0000471551","1459607"
"08:0001031244","1459614"
"08:0001040213","1459614"
"09:0000312234","1459622"
"08:0001094029","1459626"
"05:0000957117","1459640"
"09:0000312170","1459688"
"07:0000893532","1459747"
"07:0000691752","1459747"
"07:0000847640","1459758"
"09:0000689679","1459760"
"01:0000594218","1459771"
"06:0000829093","1459771"
"06:0000972119","1459771"
"06:0000890858","1459771"
"01:0001807937","1459774"
"07:0000833006","1459774"
"08:0000873053","1459779"
"09:0000312272","1459780"
"08:0001154754","1459780"
"09:0000362877","1459786"
"11:0000100226","1459810"
"09:0000739061","1459817"
"03:0001857546","1459817"
"03:0001857537","1459817"
"09:0000739064","1459817"
"09:0000739073","1459817"
"05:0001034007","1459817"
"13:0000006988","1459817"
"09:0000312430","1459821"
"06:0000846123","1459824"
"07:0001071166","1459825"
"09:0000472143","1459825"
"08:0001017781","1459835"
"09:0000551131","1459838"
"07:0001032987","1459839"
"06:0000737151","1459868"
"03:0001842289","1459871"
"07:0000845372","1459875"
"09:0000755303","1459886"
"09:0000621749","1459891"
"09:0000313340","1459896"
"05:0000918667","1459907"
"06:0000736148","1459909"
"01:0000892605","1459909"
"05:0000884480","1459909"
"02:0001430874","1459919"
"04:0000981295","1459920"
"06:0000549182","1459952"
"08:0000957338","1459952"
"08:0000663732","1459952"
"07:0000972538","1459955"
"08:0001074382","1459973"
"08:0001177367","1460003"
"09:0000257852","1460006"
"07:0001023222","1460024"
"03:0001842287","1460030"
"01:0001881495","1460041"
"08:0001129519","1460041"
"05:0001018941","1460072"
"09:0000313175","1460108"
"09:0000718292","1460114"
"09:0000756071","1460120"
"09:0000313220","1460125"
"09:0000375414","1460159"
"01:0001862087","1460162"
"09:0000313282","1460163"
"09:0000425704","1460169"
"09:0000659854","1460169"
"07:0000957683","1460169"
"05:0000995946","1460175"
"09:0000313349","1460188"
"08:0000721311","1460189"
"08:0000400375","1460189"
"08:0000393933","1460189"
"10:0000162831","1460189"
"05:0000575791","1460189"
"05:0000943003","1460189"
"02:0001350220","1460189"
"05:0000942961","1460189"
"03:0000332089","1460189"
"03:0000529499","1460189"
"03:0001842224","1460207"
"06:0000846536","1460213"
"07:0000731545","1460215"
"09:0000441839","1460217"
"07:0000878074","1460220"
"06:0000846544","1460220"
"05:0000918810","1460222"
"06:0000972617","1460222"
"07:0000523659","1460239"
"07:0001093891","1460248"
"10:0000326567","1460249"
"02:0001430895","1460261"
"09:0000315305","1460270"
"07:0001055504","1460276"
"08:0001263505","1460283"
"19:0000023404","1460291"
"19:0000023402","1460291"
"08:0000936052","1460298"
"09:0000410682","1460301"
"09:0000534366","1460322"
"09:0000564283","1460326"
"07:0000881795","1460331"
"06:0001125615","1460337"
"08:0001243529","1460339"
"06:0000846758","1460339"
"06:0001120159","1460339"
"Б05:00050914","1460339"
"05:0000998634","1460339"
"07:0000993258","1460339"
"05:0000399587","1460350"
"05:0000266637","1460350"
"05:0000199235","1460350"
"05:0000022629","1460350"
"05:0000015198","1460350"
"06:0000846786","1460351"
"09:0000329921","1460352"
"01:0001862311","1460354"
"07:0000727277","1460365"
"07:0000523984","1460393"
"08:0000936171","1460401"
"09:0000313977","1460406"
"02:0001167003","1460412"
"08:0001241800","1460418"
"02:0001418398","1460418"
"09:0000588401","1460460"
"09:0000316829","1460471"
"09:0000314321","1460479"
"05:0000936425","1460483"
"09:0000314230","1460488"
"03:0001842267","1460492"
"06:0001128395","1460493"
"06:0001069805","1460499"
"11:0000101633","1460529"
"06:0000950984","1460536"
"01:0000735606","1460536"
"01:0001889588","1460536"
"01:0001550396","1460536"
"01:0000904439","1460536"
"04:0000504180","1460536"
"05:0000798026","1460536"
"05:0000548851","1460536"
"10:0000177327","1460536"
"10:0000090578","1460536"
"02:0001266713","1460536"
"02:0001430902","1460542"
"08:0001235267","1460546"
"08:0000998126","1460546"
"07:0000721011","1460561"
"09:0000314463","1460566"
"08:0000979486","1460567"
"Б01:00076827","1460569"
"09:0000777825","1460585"
"07:0000524292","1460585"
"01:0001977628","1460589"
"08:0001171854","1460616"
"09:0000314631","1460620"
"09:0000314645","1460623"
"07:0000524370","1460624"
"09:0000508882","1460628"
"07:0000627408","1460634"
"06:0000847332","1460636"
"06:0000870712","1460636"
"07:0000606377","1460637"
"09:0000347830","1460643"
"09:0000631122","1460643"
"01:0001964733","1460645"
"01:0001964753","1460645"
"07:0000955329","1460649"
"03:0000520467","1460649"
"05:0001063060","1460649"
"07:0000524412","1460650"
"06:0000881265","1460662"
"09:0000314717","1460662"
"07:0000568090","1460663"
"09:0000753722","1460666"
"09:0000314749","1460670"
"09:0000552522","1460678"
"09:0000689844","1460679"
"01:0001923335","1460683"
"09:0000314831","1460685"
"05:0000959105","1460690"
"08:0000936455","1460696"
"19:0000010909","1460709"
"05:0001011942","1460709"
"05:0001011938","1460709"
"03:0001856348","1460709"
"08:0001052659","1460711"
"08:0001019351","1460724"
"09:0000591935","1460724"
"Б01:00075693","1460725"
"08:0001092192","1460739"
"09:0000598914","1460743"
"01:0001902641","1460743"
"08:0000959021","1460761"
"01:0000761019","1460762"
"06:0000773491","1460762"
"08:0001310812","1460762"
"08:0001179210","1460762"
"02:0000337963","1460762"
"04:0000474673","1460762"
"03:0001749586","1460762"
"03:0000300154","1460762"
"03:0001518600","1460762"
"07:0000900493","1460762"
"09:0000653552","1460780"
"Б09:00012304","1460781"
"06:0000926543","1460793"
"09:0000715902","1460801"
"07:0000524734","1460815"
"09:0000643876","1460831"
"Б09:00012315","1460832"
"Б07:00014117","1460846"
"Б07:00016833","1460852"
"19:0000017205","1460854"
"19:0000017206","1460854"
"04:0001005106","1460858"
"Б09:00030971","1460860"
"06:0000915641","1460863"
"Б09:00012327","1460876"
"07:0000524862","1460895"
"Б09:00012335","1460907"
"09:0000315374","1460908"
"09:0000315385","1460916"
"05:0001123046","1460917"
"Б19:00000583","1460924"
"07:0000994047","1460946"
"07:0000524985","1460951"
"07:0000524992","1460955"
"01:0001863045","1460973"
"05:0000919385","1460987"
"07:0000812342","1461022"
"07:0000525138","1461026"
"07:0000525139","1461028"
"09:0000315641","1461043"
"09:0000717239","1461065"
"09:0000724823","1461068"
"07:0001100341","1461072"
"09:0000315879","1461098"
"01:0001990919","1461108"
"21:0000007573","1461110"
"05:0000919419","1461114"
"Б09:00012361","1461127"
"09:0000316313","1461225"
"07:0000525683","1461235"
"04:0001005242","1461239"
"07:0000525709","1461243"
"01:0001948210","1461249"
"01:0001319219","1461249"
"01:0001202397","1461249"
"01:0001044343","1461249"
"02:0001344834","1461249"
"Б09:00012394","1461268"
"08:0000937104","1461285"
"07:0000525933","1461298"
"08:0001261166","1461298"
"07:0001050798","1461308"
"07:0000525971","1461317"
"09:0000479578","1461326"
"11:0000099201","1461326"
"07:0000498298","1461345"
"09:0000316545","1461354"
"07:0000652015","1461361"
"09:0000316562","1461361"
"07:0000526071","1461367"
"07:0000971140","1461386"
"09:0000316654","1461389"
"07:0000526136","1461390"
"07:0000717062","1461405"
"09:0000335233","1461424"
"Б07:00020432","1461433"
"06:0000039841","1461439"
"07:0001099276","1461441"
"07:0000561383","1461448"
"06:0000848605","1461467"
"09:0000482414","1461483"
"01:0001883853","1461503"
"06:0000975110","1461518"
"07:0000811430","1461522"
"05:0000961948","1461546"
"05:0000976015","1461552"
"08:0001245339","1461552"
"07:0000526714","1461552"
"06:0000848764","1461561"
"09:0000317015","1461563"
"07:0000526793","1461585"
"Б06:00037238","1461593"
"06:0000848856","1461607"
"07:0000547855","1461622"
"Б06:00058317","1461645"
"06:0000848948","1461651"
"08:0001286426","1461661"
"09:0000443751","1461663"
"Б03:00080770","1461665"
"06:0000848983","1461674"
"Б06:00059709","1461680"
"01:0000830607","1461693"
"01:0001176882","1461693"
"01:0001727146","1461693"
"Б01:00075746","1461697"
"Б06:00058611","1461697"
"Б09:00037305","1461702"
"08:0001116159","1461705"
"06:0000849041","1461705"
"08:0001260340","1461705"
"01:0001879366","1461733"
"02:0000160734","1461742"
"09:0000317457","1461746"
"03:0000537926","1461768"
"09:0000333149","1461773"
"09:0000317604","1461785"
"09:0000439177","1461786"
"09:0000317614","1461786"
"Б05:00048873","1461787"
"07:0000969083","1461838"
"09:0000654715","1461841"
"09:0000578022","1461860"
"09:0000317841","1461860"
"07:0000904277","1461867"
"09:0000875021","1461867"
"08:0001267431","1461867"
"08:0001013512","1461886"
"09:0000368713","1461890"
"08:0001095439","1461891"
"06:0000849242","1461896"
"08:0001102496","1461896"
"06:0000875518","1461901"
"09:0000470027","1461916"
"06:0000849271","1461921"
"09:0000318024","1461928"
"06:0000849290","1461934"
"09:0000318129","1461944"
"06:0000849361","1461958"
"06:0000908820","1461966"
"06:0000849372","1461966"
"06:0000849373","1461967"
"08:0000938008","1461982"
"09:0000558246","1461987"
"09:0000453765","1461987"
"07:0000860470","1462002"
"07:0000751515","1462002"
"07:0000751509","1462002"
"07:0000206085","1462002"
"Б01:00045676","1462002"
"09:0000318357","1462024"
"07:0000851911","1462025"
"06:0000849385","1462026"
"07:0000960809","1462046"
"04:0001005444","1462061"
"09:0000554961","1462061"
"09:0000448602","1462070"
"09:0000895955","1462074"
"07:0000671550","1462079"
"08:0001152516","1462079"
"08:0000938069","1462081"
"09:0000318680","1462111"
"09:0000735779","1462120"
"09:0000318718","1462121"
"09:0000630638","1462122"
"08:0000938127","1462157"
"06:0001030908","1462161"
"06:0000567867","1462161"
"01:0001853495","1462161"
"08:0001082988","1462161"
"08:0001069795","1462162"
"02:0001377222","1462163"
"08:0000938162","1462186"
"09:0000318937","1462195"
"09:0000318979","1462206"
"09:0000319014","1462214"
"09:0000855906","1462231"
"05:0000919933","1462233"
"09:0000623708","1462256"
"09:0000371108","1462262"
"09:0000319281","1462270"
"09:0000319320","1462284"
"04:0001005462","1462307"
"09:0000319457","1462318"
"05:0000603581","1462329"
"09:0000319673","1462371"
"09:0000762506","1462399"
"09:0000319852","1462406"
"09:0000319842","1462407"
"09:0000702806","1462438"
"09:0000320149","1462469"
"09:0000320153","1462473"
"06:0000834373","1462482"
"09:0000320267","1462491"
"09:0000320585","1462494"
"07:0001045881","1462498"
"07:0000853927","1462502"
"06:0000849753","1462502"
"09:0000320318","1462503"
"09:0000320393","1462513"
"09:0000320336","1462513"
"08:0001169567","1462524"
"07:0000725704","1462524"
"07:0000539370","1462524"
"09:0000570467","1462527"
"09:0000320389","1462537"
"09:0000320397","1462537"
"09:0000606627","1462543"
"09:0000320417","1462546"
"06:0000849785","1462551"
"08:0000969077","1462552"
"09:0000916603","1462563"
"05:0001004657","1462569"
"02:0001251009","1462569"
"04:0000927888","1462569"
"02:0001168934","1462569"
"09:0000320471","1462583"
"01:0001864691","1462587"
"09:0000320898","1462603"
"Б01:00075801","1462606"
"09:0000733905","1462608"
"06:0001019348","1462608"
"Б05:00048116","1462608"
"06:0000946448","1462611"
"09:0000903656","1462611"
"09:0000320554","1462616"
"08:0000938681","1462617"
"09:0000552864","1462620"
"09:0000320612","1462641"
"06:0000849882","1462645"
"06:0000849901","1462665"
"09:0000483063","1462687"
"07:0000529333","1462698"
"Б01:00038001","1462699"
"09:0000320873","1462720"
"03:0001439065","1462722"
"07:0000521011","1462760"
"07:0000449991","1462760"
"07:0000795259","1462760"
"07:0000196269","1462760"
"07:0000237116","1462760"
"09:0000480721","1462760"
"06:0000980250","1462765"
"06:0000850012","1462771"
"06:0000850003","1462771"
"09:0000379204","1462779"
"05:0000920066","1462782"
"06:0000850042","1462793"
"09:0000321104","1462795"
"01:0001880680","1462824"
"07:0000747613","1462828"
"02:0000851092","1462836"
"07:0000972008","1462839"
"09:0000446327","1462840"
"Б05:00044321","1462840"
"09:0000321311","1462857"
"09:0000820025","1462862"
"09:0000321364","1462868"
"09:0000321560","1462879"
"09:0000321466","1462883"
"07:0000624478","1462884"
"05:0000928445","1462885"
"08:0001240450","1462885"
"05:0000753740","1462895"
"06:0001008661","1462900"
"06:0000850223","1462905"
"01:0001896800","1462922"
"01:0000131665","1462922"
"08:0001272903","1462925"
"08:0001143381","1462945"
"09:0000321837","1462945"
"09:0000439529","1462953"
"09:0000732905","1462955"
"09:0000321874","1462959"
"06:0000850323","1462965"
"07:0000859270","1462966"
"07:0000845418","1462966"
"07:0000818464","1462966"
"07:0000544457","1462966"
"07:0000898090","1462968"
"09:0000321910","1462971"
"09:0000321908","1462972"
"07:0000860099","1462984"
"07:0001097387","1462998"
"09:0000321989","1463001"
"09:0000774272","1463020"
"03:0001213847","1463031"
"09:0000653890","1463031"
"03:0000163300","1463031"
"05:0000655607","1463031"
"08:0001137441","1463031"
"01:0000262138","1463031"
"09:0000322103","1463038"
"07:0000813025","1463040"
"03:0000529878","1463048"
"03:0000465873","1463048"
"03:0000918082","1463048"
"01:0001296438","1463048"
"01:0001236526","1463048"
"08:0001265023","1463048"
"04:0000673371","1463048"
"04:0000181835","1463048"
"04:0000414709","1463048"
"04:0000565298","1463048"
"04:0000278865","1463048"
"09:0000499071","1463052"
"07:0000971844","1463070"
"07:0000423315","1463097"
"09:0000322407","1463101"
"05:0000920294","1463124"
"09:0000322551","1463130"
"09:0000322569","1463130"
"06:0000850664","1463145"
"07:0000621995","1463164"
"07:0000530500","1463170"
"07:0000746585","1463170"
"09:0000482444","1463180"
"09:0000322721","1463181"
"07:0000818650","1463184"
"07:0000865797","1463189"
"09:0000490574","1463189"
"03:0001443758","1463189"
"03:0001071809","1463189"
"03:0000949419","1463189"
"06:0000188053","1463189"
"08:0000331764","1463189"
"02:0000381343","1463189"
"05:0000982623","1463189"
"10:0000294453","1463189"
"09:0000322777","1463208"
"09:0000322889","1463248"
"01:0001865515","1463255"
"08:0000709011","1463292"
"01:0001613606","1463292"
"03:0000531743","1463292"
"03:0001061045","1463292"
"02:0000875873","1463293"
"08:0001172354","1463293"
"06:0000851012","1463293"
"01:0001967679","1463293"
"09:0000818204","1463322"
"08:0001197586","1463328"
"07:0000530930","1463328"
"07:0000530934","1463330"
"07:0000981384","1463337"
"09:0000323079","1463340"
"09:0000323112","1463359"
"09:0000571786","1463375"
"09:0000881186","1463378"
"07:0000917259","1463383"
"09:0000751416","1463390"
"08:0001302191","1463391"
"07:0000600280","1463404"
"07:0000791361","1463404"
"09:0000460656","1463404"
"09:0000839674","1463404"
"03:0000365868","1463404"
"03:0001457527","1463404"
"03:0001839535","1463404"
"07:0000485881","1463404"
"01:0001610403","1463404"
"08:0000379618","1463404"
"04:0000179907","1463404"
"07:0000531148","1463410"
"05:0000920518","1463418"
"18:0000010254","1463418"
"09:0000323265","1463421"
"06:0000851286","1463422"
"09:0000323280","1463424"
"03:0000869271","1463426"
"03:0001507410","1463426"
"06:0000851298","1463427"
"06:0000851318","1463431"
"05:0000793046","1463433"
"08:0001065052","1463434"
"07:0000901974","1463434"
"09:0000640648","1463434"
"07:0000847752","1463438"
"08:0001156332","1463451"
"07:0000903549","1463454"
"06:0000851377","1463454"
"09:0000523282","1463468"
"08:0001220815","1463468"
"05:0001069802","1463480"
"07:0000249350","1463492"
"07:0000535436","1463492"
"10:0000184151","1463492"
"09:0000330959","1463493"
"01:0000716751","1463495"
"08:0001036848","1463495"
"08:0001117343","1463496"
"09:0000593177","1463496"
"09:0000638814","1463496"
"08:0000939346","1463498"
"03:0000846899","1463502"
"03:0000598592","1463502"
"03:0000555688","1463502"
"02:0000105381","1463504"
"08:0000939349","1463505"
"09:0000421842","1463521"
"06:0000851497","1463525"
"Б09:00016146","1463546"
"09:0000785529","1463546"
"09:0000744879","1463546"
"09:0000647722","1463546"
"09:0000323627","1463557"
"06:0000851585","1463580"
"09:0000719790","1463593"
"06:0000851612","1463593"
"09:0000809611","1463599"
"05:0000920613","1463616"
"05:0000959401","1463616"
"09:0000323828","1463638"
"07:0000531708","1463644"
"07:0000584618","1463644"
"06:0000851699","1463656"
"08:0000939509","1463662"
"07:0000785297","1463663"
"06:0000851747","1463678"
"01:0001865977","1463687"
"03:0000315571","1463695"
"09:0000459376","1463698"
"09:0000212514","1463718"
"04:0000445751","1463718"
"04:0000402685","1463718"
"05:0000877504","1463718"
"02:0001240114","1463718"
"08:0000428547","1463718"
"01:0001764842","1463739"
"03:0000691213","1463739"
"04:0001025851","1463743"
"04:0001025854","1463743"
"07:0000531937","1463761"
"07:0000731806","1463768"
"09:0000324172","1463769"
"06:0000851893","1463770"
"06:0000998625","1463776"
"09:0000395098","1463778"
"09:0000629224","1463782"
"08:0001111258","1463788"
"05:0000986072","1463838"
"06:0001101353","1463843"
"01:0001866213","1463852"
"03:0000847761","1463855"
"07:0000694916","1463864"
